match_days,match_href,match_title,match_result,match_ground,match_location
2008-02-10,https://www.cricbuzz.com/cricket-scores/3799/vs-4th-match-australia-india-sri-lanka-in-australia,"AUSTRALIA vs INDIA, 4th Match",India won by 5 wickets (with 25 balls remaining),Melbourne Cricket Ground,Melbourne
2008-02-12,https://www.cricbuzz.com/cricket-scores/3800/vs-5th-match-australia-india-sri-lanka-in-australia,"INDIA vs SRI LANKA, 5th Match",Sri Lanka won by 8 wickets (with 12 balls remaining) (D/L method),Manuka Oval,Canberra
2008-02-15,https://www.cricbuzz.com/cricket-scores/3801/vs-6th-match-australia-india-sri-lanka-in-australia,"AUSTRALIA vs SRI LANKA, 6th Match",Australia won by 63 runs,W.A.C.A. Ground,Perth
2008-02-17,https://www.cricbuzz.com/cricket-scores/3802/vs-7th-match-australia-india-sri-lanka-in-australia,"AUSTRALIA vs INDIA, 7th Match",Australia won by 50 runs,Adelaide Oval,Adelaide
2008-02-19,https://www.cricbuzz.com/cricket-scores/3803/vs-8th-match-australia-india-sri-lanka-in-australia,"INDIA vs SRI LANKA, 8th Match",India won by 2 wickets (with 5 balls remaining),Adelaide Oval,Adelaide
2008-02-22,https://www.cricbuzz.com/cricket-scores/3804/vs-9th-match-australia-india-sri-lanka-in-australia,"AUSTRALIA vs SRI LANKA, 9th Match",Australia won by 24 runs (D/L method),Melbourne Cricket Ground,Melbourne
2008-02-24,https://www.cricbuzz.com/cricket-scores/3805/vs-10th-match-australia-india-sri-lanka-in-australia,"AUSTRALIA vs INDIA, 10th Match",Australia won by 18 runs,Sydney Cricket Ground,Sydney
2008-02-26,https://www.cricbuzz.com/cricket-scores/3806/vs-11th-match-australia-india-sri-lanka-in-australia,"INDIA vs SRI LANKA, 11th Match",India won by 7 wickets (with 106 balls remaining),Bellerive Oval,Hobart
2008-02-29,https://www.cricbuzz.com/cricket-scores/3807/vs-12th-match-australia-india-sri-lanka-in-australia,"AUSTRALIA vs SRI LANKA, 12th Match",Sri Lanka won by 13 runs,Melbourne Cricket Ground,Melbourne
2008-03-02,https://www.cricbuzz.com/cricket-scores/3808/vs-1st-final-australia-india-sri-lanka-in-australia,"AUSTRALIA vs INDIA, 1st Final",India won by 6 wickets (with 25 balls remaining),Sydney Cricket Ground,Sydney
2008-03-04,https://www.cricbuzz.com/cricket-scores/3809/vs-2nd-final-australia-india-sri-lanka-in-australia,"AUSTRALIA vs INDIA, 2nd Final",India won by 9 runs,The Gabba,Brisbane
2008-02-01,https://www.cricbuzz.com/cricket-scores/3693/vs-only-t20i-india-in-australia-t20i-match-2008,"AUSTRALIA vs INDIA, Only T20I",Australia won by 9 wickets (with 52 balls remaining),Melbourne Cricket Ground,Melbourne
2008-02-01,https://www.cricbuzz.com/cricket-scores/3693/vs-only-t20i-india-in-australia-t20i-match-2008,"AUSTRALIA vs INDIA, Only T20I",Australia won by 9 wickets (with 52 balls remaining),Melbourne Cricket Ground,Melbourne
2008-01-21,https://www.cricbuzz.com/cricket-scores/3781/vs-1st-odi-zimbabwe-in-pakistan-odi-series,"PAKISTAN vs ZIMBABWE, 1st ODI",Pakistan won by 104 runs,National Stadium,Karachi
2008-01-21,https://www.cricbuzz.com/cricket-scores/3781/vs-1st-odi-zimbabwe-in-pakistan-odi-series,"PAKISTAN vs ZIMBABWE, 1st ODI",Pakistan won by 104 runs,National Stadium,Karachi
2008-01-24,https://www.cricbuzz.com/cricket-scores/3782/vs-2nd-odi-zimbabwe-in-pakistan-odi-series,"PAKISTAN vs ZIMBABWE, 2nd ODI",Pakistan won by 5 wickets (with 22 balls remaining),Niaz Stadium,Hyderabad
2008-01-27,https://www.cricbuzz.com/cricket-scores/3783/vs-3rd-odi-zimbabwe-in-pakistan-odi-series,"PAKISTAN vs ZIMBABWE, 3rd ODI",Pakistan won by 37 runs,Multan Cricket Stadium,Multan
2008-01-30,https://www.cricbuzz.com/cricket-scores/3784/vs-4th-odi-zimbabwe-in-pakistan-odi-series,"PAKISTAN vs ZIMBABWE, 4th ODI",Pakistan won by 7 wickets (with 18 balls remaining),Iqbal Stadium,Faisalabad
2008-02-02,https://www.cricbuzz.com/cricket-scores/3785/vs-5th-odi-zimbabwe-in-pakistan-odi-series,"PAKISTAN vs ZIMBABWE, 5th ODI",Pakistan won by 7 wickets (with 114 balls remaining),Sheikhupura Stadium,Sheikhupura
2008-01-20,https://www.cricbuzz.com/cricket-scores/3786/vs-1st-odi-west-indies-in-south-africa-odi-series,"SOUTH AFRICA vs WINDIES, 1st ODI",South Africa won by 6 wickets (with 12 balls remaining),SuperSport Park,Centurion
2008-01-20,https://www.cricbuzz.com/cricket-scores/3786/vs-1st-odi-west-indies-in-south-africa-odi-series,"SOUTH AFRICA vs WINDIES, 1st ODI",South Africa won by 6 wickets (with 12 balls remaining),SuperSport Park,Centurion
2008-01-25,https://www.cricbuzz.com/cricket-scores/3787/vs-2nd-odi-west-indies-in-south-africa-odi-series,"SOUTH AFRICA vs WINDIES, 2nd ODI",South Africa won by 86 runs,Newlands,Cape Town
2008-01-27,https://www.cricbuzz.com/cricket-scores/3788/vs-3rd-odi-west-indies-in-south-africa-odi-series,"SOUTH AFRICA vs WINDIES, 3rd ODI",South Africa won by 7 wickets (with 8 balls remaining),St George's Park,Port Elizabeth
2008-02-01,https://www.cricbuzz.com/cricket-scores/3789/vs-4th-odi-west-indies-in-south-africa-odi-series,"SOUTH AFRICA vs WINDIES, 4th ODI",South Africa won by 5 wickets (with 13 balls remaining),Kingsmead,Durban
2008-02-03,https://www.cricbuzz.com/cricket-scores/3790/vs-5th-odi-west-indies-in-south-africa-odi-series,"SOUTH AFRICA vs WINDIES, 5th ODI",South Africa won by 8 wickets (with 13 balls remaining) (D/L method),The Wanderers Stadium,Johannesburg
2008-01-04 | 2008-01-06,https://www.cricbuzz.com/cricket-scores/3851/vs-1st-test-bangladesh-in-new-zealand-test-series-2008,"NEW ZEALAND vs BANGLADESH, 1st Test",New Zealand won by 9 wickets,University Oval,Dunedin
2008-01-04 | 2008-01-06,https://www.cricbuzz.com/cricket-scores/3851/vs-1st-test-bangladesh-in-new-zealand-test-series-2008,"NEW ZEALAND vs BANGLADESH, 1st Test",New Zealand won by 9 wickets,University Oval,Dunedin
2008-01-12 | 2008-01-14,https://www.cricbuzz.com/cricket-scores/3852/vs-2nd-test-bangladesh-in-new-zealand-test-series-2008,"NEW ZEALAND vs BANGLADESH, 2nd Test",New Zealand won by an innings and 137 runs,Basin Reserve,Wellington
2009-12-26 | 2009-12-30,https://www.cricbuzz.com/cricket-scores/3246/vs-1st-test-pakistan-in-australia-test-series-2009-10,"AUSTRALIA vs PAKISTAN, 1st Test",Australia won by 170 runs,Melbourne Cricket Ground,Melbourne
2009-12-26 | 2009-12-30,https://www.cricbuzz.com/cricket-scores/3246/vs-1st-test-pakistan-in-australia-test-series-2009-10,"AUSTRALIA vs PAKISTAN, 1st Test",Australia won by 170 runs,Melbourne Cricket Ground,Melbourne
2010-01-03 | 2010-01-07,https://www.cricbuzz.com/cricket-scores/3247/vs-2nd-test-pakistan-in-australia-test-series-2009-10,"AUSTRALIA vs PAKISTAN, 2nd Test",Australia won by 36 runs,Sydney Cricket Ground,Sydney
2010-01-14 | 2010-01-18,https://www.cricbuzz.com/cricket-scores/3248/vs-3rd-test-pakistan-in-australia-test-series-2009-10,"AUSTRALIA vs PAKISTAN, 3rd Test",Australia won by 231 runs,Bellerive Oval,Hobart
2009-12-16 | 2009-12-20,https://www.cricbuzz.com/cricket-scores/3242/vs-1st-test-england-in-south-africa-2009-10,"SOUTH AFRICA vs ENGLAND, 1st Test",Match drawn,SuperSport Park,Centurion
2009-12-16 | 2009-12-20,https://www.cricbuzz.com/cricket-scores/3242/vs-1st-test-england-in-south-africa-2009-10,"SOUTH AFRICA vs ENGLAND, 1st Test",Match drawn,SuperSport Park,Centurion
2009-12-26 | 2009-12-30,https://www.cricbuzz.com/cricket-scores/3243/vs-2nd-test-england-in-south-africa-2009-10,"SOUTH AFRICA vs ENGLAND, 2nd Test",England won by an innings and 98 runs,Kingsmead,Durban
2010-01-03 | 2010-01-07,https://www.cricbuzz.com/cricket-scores/3244/vs-3rd-test-england-in-south-africa-2009-10,"SOUTH AFRICA vs ENGLAND, 3rd Test",Match drawn,Newlands,Cape Town
2010-01-14 | 2010-01-18,https://www.cricbuzz.com/cricket-scores/3245/vs-4th-test-england-in-south-africa-2009-10,"SOUTH AFRICA vs ENGLAND, 4th Test",South Africa won by an innings and 74 runs,The Wanderers Stadium,Johannesburg
2009-12-15,https://www.cricbuzz.com/cricket-scores/3196/vs-1st-odi-sri-lanka-in-india-odi-series,"INDIA vs SRI LANKA, 1st ODI",India won by 3 runs,Madhavrao Scindia Cricket Ground,Rajkot
2009-12-15,https://www.cricbuzz.com/cricket-scores/3196/vs-1st-odi-sri-lanka-in-india-odi-series,"INDIA vs SRI LANKA, 1st ODI",India won by 3 runs,Madhavrao Scindia Cricket Ground,Rajkot
2009-12-18,https://www.cricbuzz.com/cricket-scores/3197/vs-2nd-odi-sri-lanka-in-india-odi-series,"INDIA vs SRI LANKA, 2nd ODI",Sri Lanka won by 3 wickets (with 5 balls remaining),Vidarbha Cricket Association Stadium,Nagpur
2009-12-21,https://www.cricbuzz.com/cricket-scores/3198/vs-3rd-odi-sri-lanka-in-india-odi-series,"INDIA vs SRI LANKA, 3rd ODI",India won by 7 wickets (with 45 balls remaining),Barabati Stadium,Cuttack
2009-12-24,https://www.cricbuzz.com/cricket-scores/3199/vs-4th-odi-sri-lanka-in-india-odi-series,"INDIA vs SRI LANKA, 4th ODI",India won by 7 wickets (with 11 balls remaining),Eden Gardens,Kolkata
2009-12-27,https://www.cricbuzz.com/cricket-scores/3200/vs-5th-odi-sri-lanka-in-india-odi-series,"INDIA vs SRI LANKA, 5th ODI",No result,Feroz Shah Kotla,Delhi
2009-12-09,https://www.cricbuzz.com/cricket-scores/3049/vs-1st-t20i-sri-lanka-in-india-t20i-series-2009,"INDIA vs SRI LANKA, 1st T20I",Sri Lanka won by 29 runs,Vidarbha Cricket Association Stadium,Nagpur
2009-12-09,https://www.cricbuzz.com/cricket-scores/3049/vs-1st-t20i-sri-lanka-in-india-t20i-series-2009,"INDIA vs SRI LANKA, 1st T20I",Sri Lanka won by 29 runs,Vidarbha Cricket Association Stadium,Nagpur
2009-12-12,https://www.cricbuzz.com/cricket-scores/3050/vs-2nd-t20i-sri-lanka-in-india-t20i-series-2009,"INDIA vs SRI LANKA, 2nd T20I",India won by 6 wickets (with 5 balls remaining),Punjab Cricket Association IS Bindra Stadium,Mohali
2009-11-26 | 2009-11-30,https://www.cricbuzz.com/cricket-scores/3239/vs-1st-test-west-indies-in-australia-2009,"AUSTRALIA vs WINDIES, 1st Test",Australia won by an innings and 65 runs,The Gabba,Brisbane
2009-11-26 | 2009-11-30,https://www.cricbuzz.com/cricket-scores/3239/vs-1st-test-west-indies-in-australia-2009,"AUSTRALIA vs WINDIES, 1st Test",Australia won by an innings and 65 runs,The Gabba,Brisbane
2009-12-04 | 2009-12-08,https://www.cricbuzz.com/cricket-scores/3240/vs-2nd-test-west-indies-in-australia-2009,"AUSTRALIA vs WINDIES, 2nd Test",Match drawn,Adelaide Oval,Adelaide
2009-12-16 | 2009-12-20,https://www.cricbuzz.com/cricket-scores/3241/vs-3rd-test-west-indies-in-australia-2009,"AUSTRALIA vs WINDIES, 3rd Test",Australia won by 35 runs,W.A.C.A. Ground,Perth
2009-11-24 | 2009-11-28,https://www.cricbuzz.com/cricket-scores/3236/vs-1st-test-pakistan-in-new-zealand-test-series-2009,"NEW ZEALAND vs PAKISTAN, 1st Test",New Zealand won by 32 runs,University Oval,Dunedin
2009-11-24 | 2009-11-28,https://www.cricbuzz.com/cricket-scores/3236/vs-1st-test-pakistan-in-new-zealand-test-series-2009,"NEW ZEALAND vs PAKISTAN, 1st Test",New Zealand won by 32 runs,University Oval,Dunedin
2009-12-03 | 2009-12-07,https://www.cricbuzz.com/cricket-scores/3237/vs-2nd-test-pakistan-in-new-zealand-test-series-2009,"NEW ZEALAND vs PAKISTAN, 2nd Test",Pakistan won by 141 runs,Basin Reserve,Wellington
2009-12-11 | 2009-12-15,https://www.cricbuzz.com/cricket-scores/3238/vs-3rd-test-pakistan-in-new-zealand-test-series-2009,"NEW ZEALAND vs PAKISTAN, 3rd Test",Match drawn,McLean Park,Napier
2009-11-20,https://www.cricbuzz.com/cricket-scores/3191/vs-1st-odi-england-in-south-africa-odi-series,"SOUTH AFRICA vs ENGLAND, 1st ODI",Match abandoned without a ball bowled,The Wanderers Stadium,Johannesburg
2009-11-20,https://www.cricbuzz.com/cricket-scores/3191/vs-1st-odi-england-in-south-africa-odi-series,"SOUTH AFRICA vs ENGLAND, 1st ODI",Match abandoned without a ball bowled,The Wanderers Stadium,Johannesburg
2009-11-22,https://www.cricbuzz.com/cricket-scores/3192/vs-2nd-odi-england-in-south-africa-odi-series,"SOUTH AFRICA vs ENGLAND, 2nd ODI",England won by 7 wickets (with 24 balls remaining),SuperSport Park,Centurion
2009-11-27,https://www.cricbuzz.com/cricket-scores/3193/vs-3rd-odi-england-in-south-africa-odi-series,"SOUTH AFRICA vs ENGLAND, 3rd ODI",South Africa won by 112 runs,Newlands,Cape Town
2009-11-29,https://www.cricbuzz.com/cricket-scores/3194/vs-4th-odi-england-in-south-africa-odi-series,"SOUTH AFRICA vs ENGLAND, 4th ODI",England won by 7 wickets (with 112 balls remaining),St George's Park,Port Elizabeth
2009-12-04,https://www.cricbuzz.com/cricket-scores/3195/vs-5th-odi-england-in-south-africa-odi-series,"SOUTH AFRICA vs ENGLAND, 5th ODI",Match abandoned without a ball bowled,Kingsmead,Durban
2009-11-16 | 2009-11-20,https://www.cricbuzz.com/cricket-scores/3233/vs-1st-test-sri-lanka-in-india-test-series-2009,"INDIA vs SRI LANKA, 1st Test",Match drawn,Sardar Patel Stadium,Ahmedabad
2009-11-16 | 2009-11-20,https://www.cricbuzz.com/cricket-scores/3233/vs-1st-test-sri-lanka-in-india-test-series-2009,"INDIA vs SRI LANKA, 1st Test",Match drawn,Sardar Patel Stadium,Ahmedabad
2009-11-24 | 2009-11-28,https://www.cricbuzz.com/cricket-scores/3234/vs-2nd-test-sri-lanka-in-india-test-series-2009,"INDIA vs SRI LANKA, 2nd Test",India won by an innings and 144 runs,Green Park,Kanpur
2009-12-02 | 2009-12-06,https://www.cricbuzz.com/cricket-scores/3235/vs-3rd-test-sri-lanka-in-india-test-series-2009,"INDIA vs SRI LANKA, 3rd Test",India won by an innings and 24 runs,Brabourne Stadium,Mumbai
2009-11-13,https://www.cricbuzz.com/cricket-scores/3047/vs-1st-t20i-england-in-south-africa-t20i-series-2009,"SOUTH AFRICA vs ENGLAND, 1st T20I",England won by 1 run (D/L method),The Wanderers Stadium,Johannesburg
2009-11-13,https://www.cricbuzz.com/cricket-scores/3047/vs-1st-t20i-england-in-south-africa-t20i-series-2009,"SOUTH AFRICA vs ENGLAND, 1st T20I",England won by 1 run (D/L method),The Wanderers Stadium,Johannesburg
2009-11-15,https://www.cricbuzz.com/cricket-scores/3048/vs-2nd-t20i-england-in-south-africa-t20i-series-2009,"SOUTH AFRICA vs ENGLAND, 2nd T20I",South Africa won by 84 runs,SuperSport Park,Centurion
2009-11-12,https://www.cricbuzz.com/cricket-scores/3045/vs-1st-t20i-pakistan-v-new-zealand-t20i-series-2009,"NEW ZEALAND vs PAKISTAN, 1st T20I",Pakistan won by 49 runs,Dubai International Cricket Stadium ,Dubai
2009-11-12,https://www.cricbuzz.com/cricket-scores/3045/vs-1st-t20i-pakistan-v-new-zealand-t20i-series-2009,"NEW ZEALAND vs PAKISTAN, 1st T20I",Pakistan won by 49 runs,Dubai International Cricket Stadium ,Dubai
2009-11-13,https://www.cricbuzz.com/cricket-scores/3046/vs-2nd-t20i-pakistan-v-new-zealand-t20i-series-2009,"NEW ZEALAND vs PAKISTAN, 2nd T20I",Pakistan won by 7 runs,Dubai International Cricket Stadium ,Dubai
2009-11-08,https://www.cricbuzz.com/cricket-scores/3182/vs-1st-odi-zimbabwe-in-south-africa-odi-series,"SOUTH AFRICA vs ZIMBABWE, 1st ODI",South Africa won by 45 runs,Willowmoore Park,Benoni
2009-11-08,https://www.cricbuzz.com/cricket-scores/3182/vs-1st-odi-zimbabwe-in-south-africa-odi-series,"SOUTH AFRICA vs ZIMBABWE, 1st ODI",South Africa won by 45 runs,Willowmoore Park,Benoni
2009-11-10,https://www.cricbuzz.com/cricket-scores/3183/vs-2nd-odi-zimbabwe-in-south-africa-odi-series,"SOUTH AFRICA vs ZIMBABWE, 2nd ODI",South Africa won by 212 runs,SuperSport Park,Centurion
2009-11-03,https://www.cricbuzz.com/cricket-scores/3179/vs-1st-odi-pakistan-v-new-zealand-odi-series,"NEW ZEALAND vs PAKISTAN, 1st ODI",Pakistan won by 138 runs,Sheikh Zayed Stadium,Abu Dhabi
2009-11-03,https://www.cricbuzz.com/cricket-scores/3179/vs-1st-odi-pakistan-v-new-zealand-odi-series,"NEW ZEALAND vs PAKISTAN, 1st ODI",Pakistan won by 138 runs,Sheikh Zayed Stadium,Abu Dhabi
2009-11-06,https://www.cricbuzz.com/cricket-scores/3180/vs-2nd-odi-pakistan-v-new-zealand-odi-series,"NEW ZEALAND vs PAKISTAN, 2nd ODI",New Zealand won by 64 runs,Sheikh Zayed Stadium,Abu Dhabi
2009-11-09,https://www.cricbuzz.com/cricket-scores/3181/vs-3rd-odi-pakistan-v-new-zealand-odi-series,"NEW ZEALAND vs PAKISTAN, 3rd ODI",New Zealand won by 7 runs,Sheikh Zayed Stadium,Abu Dhabi
2009-10-27,https://www.cricbuzz.com/cricket-scores/3174/vs-1st-odi-zimbabwe-in-bangladesh-odi-series,"BANGLADESH vs ZIMBABWE, 1st ODI",Zimbabwe won by 5 wickets (with 92 balls remaining),Shere Bangla National Stadium,Dhaka
2009-10-27,https://www.cricbuzz.com/cricket-scores/3174/vs-1st-odi-zimbabwe-in-bangladesh-odi-series,"BANGLADESH vs ZIMBABWE, 1st ODI",Zimbabwe won by 5 wickets (with 92 balls remaining),Shere Bangla National Stadium,Dhaka
2009-10-29,https://www.cricbuzz.com/cricket-scores/3175/vs-2nd-odi-zimbabwe-in-bangladesh-odi-series,"BANGLADESH vs ZIMBABWE, 2nd ODI",Bangladesh won by 7 wickets (with 123 balls remaining),Shere Bangla National Stadium,Dhaka
2009-10-31,https://www.cricbuzz.com/cricket-scores/3176/vs-3rd-odi-zimbabwe-in-bangladesh-odi-series,"BANGLADESH vs ZIMBABWE, 3rd ODI",Bangladesh won by 4 wickets (with 56 balls remaining),Shere Bangla National Stadium,Dhaka
2009-11-03,https://www.cricbuzz.com/cricket-scores/3177/vs-4th-odi-zimbabwe-in-bangladesh-odi-series,"BANGLADESH vs ZIMBABWE, 4th ODI",Bangladesh won by 6 wickets (with 229 balls remaining),Zahur Ahmed Chowdhury Stadium,Chattogram
2009-11-05,https://www.cricbuzz.com/cricket-scores/3178/vs-5th-odi-zimbabwe-in-bangladesh-odi-series,"BANGLADESH vs ZIMBABWE, 5th ODI",Bangladesh won by 1 wicket (with 6 balls remaining),Zahur Ahmed Chowdhury Stadium,Chattogram
2009-10-25,https://www.cricbuzz.com/cricket-scores/3184/vs-1st-odi-australia-in-india-odi-series,"INDIA vs AUSTRALIA, 1st ODI",Australia won by 4 runs,Reliance Stadium,Vadodara
2009-10-25,https://www.cricbuzz.com/cricket-scores/3184/vs-1st-odi-australia-in-india-odi-series,"INDIA vs AUSTRALIA, 1st ODI",Australia won by 4 runs,Reliance Stadium,Vadodara
2009-10-28,https://www.cricbuzz.com/cricket-scores/3185/vs-2nd-odi-australia-in-india-odi-series,"INDIA vs AUSTRALIA, 2nd ODI",India won by 99 runs,Vidarbha Cricket Association Stadium,Nagpur
2009-10-31,https://www.cricbuzz.com/cricket-scores/3186/vs-3rd-odi-australia-in-india-odi-series,"INDIA vs AUSTRALIA, 3rd ODI",India won by 6 wickets (with 10 balls remaining),Feroz Shah Kotla,Delhi
2009-11-02,https://www.cricbuzz.com/cricket-scores/3187/vs-4th-odi-australia-in-india-odi-series,"INDIA vs AUSTRALIA, 4th ODI",Australia won by 24 runs,Punjab Cricket Association IS Bindra Stadium,Mohali
2009-11-05,https://www.cricbuzz.com/cricket-scores/3188/vs-5th-odi-australia-in-india-odi-series,"INDIA vs AUSTRALIA, 5th ODI",Australia won by 3 runs,Rajiv Gandhi International Stadium,Hyderabad
2009-11-08,https://www.cricbuzz.com/cricket-scores/3189/vs-6th-odi-australia-in-india-odi-series,"INDIA vs AUSTRALIA, 6th ODI",Australia won by 6 wickets (with 49 balls remaining),Nehru Stadium,Guwahati
2009-11-11,https://www.cricbuzz.com/cricket-scores/3190/vs-7th-odi-australia-in-india-odi-series,"INDIA vs AUSTRALIA, 7th ODI",Match abandoned without a ball bowled,Dr DY Patil Sports Academy,Mumbai
2009-10-12,https://www.cricbuzz.com/cricket-scores/3169/vs-1st-odi-kenya-in-zimbabwe-odi-series,"ZIMBABWE vs KENYA, 1st ODI",Zimbabwe won by 91 runs,Harare Sports Club,Harare
2009-10-12,https://www.cricbuzz.com/cricket-scores/3169/vs-1st-odi-kenya-in-zimbabwe-odi-series,"ZIMBABWE vs KENYA, 1st ODI",Zimbabwe won by 91 runs,Harare Sports Club,Harare
2009-10-13,https://www.cricbuzz.com/cricket-scores/3170/vs-2nd-odi-kenya-in-zimbabwe-odi-series,"ZIMBABWE vs KENYA, 2nd ODI",Zimbabwe won by 86 runs,Harare Sports Club,Harare
2009-10-15,https://www.cricbuzz.com/cricket-scores/3171/vs-3rd-odi-kenya-in-zimbabwe-odi-series,"ZIMBABWE vs KENYA, 3rd ODI",Kenya won by 20 runs,Harare Sports Club,Harare
2009-10-17,https://www.cricbuzz.com/cricket-scores/3172/vs-4th-odi-kenya-in-zimbabwe-odi-series,"ZIMBABWE vs KENYA, 4th ODI",Zimbabwe won by 6 wickets (with 12 balls remaining),Harare Sports Club,Harare
